É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/04 19:09:16

,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá
2015/12/8,5.5,8,1,13.0,8,1,-0.7,8,1,0.0,8,1
2015/12/9,5.9,8,1,13.9,8,1,-1.1,8,1,0.0,8,1
2015/12/10,9.7,8,1,13.0,8,1,6.0,8,1,38.0,8,1
2015/12/11,12.2,8,1,15.1,8,1,8.7,8,1,15.5,8,1
2015/12/12,8.6,8,1,12.7,8,1,5.3,8,1,0.0,8,1
2015/12/13,8.3,8,1,13.6,8,1,1.6,8,1,0.0,8,1
2015/12/14,10.2,8,1,15.6,8,1,6.6,8,1,0.0,8,1
2015/12/15,9.7,8,1,11.7,8,1,6.7,8,1,2.5,8,1
2015/12/16,7.7,8,1,10.2,8,1,5.1,8,1,0.0,8,1
2015/12/17,2.8,8,1,6.0,8,1,-1.6,8,1,0.0,8,1
2015/12/18,2.4,8,1,8.3,8,1,-2.7,8,1,0.0,8,1
2015/12/19,2.9,8,1,10.2,8,1,-2.0,8,1,0.0,8,1
2015/12/20,3.7,8,1,9.9,8,1,-3.7,8,1,3.5,8,1
2015/12/21,7.2,8,1,10.9,8,1,5.5,8,1,13.5,8,1
2015/12/22,6.2,8,1,13.7,8,1,0.5,8,1,0.0,8,1
2015/12/23,6.8,8,1,8.7,8,1,3.0,8,1,2.0,8,1
2015/12/24,9.0,8,1,15.1,8,1,2.6,8,1,0.0,8,1
2015/12/25,6.9,8,1,10.9,8,1,-0.3,8,1,0.5,8,1
2015/12/26,3.6,8,1,9.5,8,1,-2.2,8,1,0.0,8,1
2015/12/27,5.0,8,1,10.6,8,1,0.2,8,1,0.0,8,1
2015/12/28,2.7,8,1,9.7,8,1,-2.5,8,1,0.0,8,1
2015/12/29,1.1,8,1,8.0,8,1,-3.5,8,1,0.0,8,1
2015/12/30,1.2,8,1,10.0,8,1,-4.4,8,1,0.0,8,1
2015/12/31,1.7,8,1,7.8,8,1,-2.9,8,1,0.5,8,1
2016/1/1,2.2,8,1,10.3,8,1,-3.8,8,1,0.0,8,1
2016/1/2,5.2,8,1,12.6,8,1,-1.7,8,1,0.0,8,1
2016/1/3,6.9,8,1,14.9,8,1,0.9,8,1,0.0,8,1
2016/1/4,6.9,8,1,15.0,8,1,0.1,8,1,0.0,8,1
2016/1/5,4.5,8,1,10.1,8,1,0.5,8,1,1.0,8,1
2016/1/6,4.5,8,1,9.8,8,1,0.2,8,1,0.0,8,1
2016/1/7,4.1,8,1,9.5,8,1,0.0,8,1,0.0,8,1
2016/1/8,3.1,8,1,7.1,8,1,-1.2,8,1,0.0,8,1
2016/1/9,2.2,8,1,8.4,8,1,-2.5,8,1,0.0,8,1
2016/1/10,2.4,8,1,9.6,8,1,-2.3,8,1,0.0,8,1
2016/1/11,3.8,8,1,10.8,8,1,-2.5,8,1,0.0,8,1
2016/1/12,5.0,8,1,8.8,8,1,2.4,8,1,0.0,8,1
2016/1/13,1.7,8,1,7.1,8,1,-2.8,8,1,0.0,8,1
2016/1/14,0.7,8,1,6.8,8,1,-4.4,8,1,0.0,8,1
2016/1/15,0.7,8,1,7.8,8,1,-4.2,8,1,0.0,8,1
2016/1/16,0.8,8,1,9.5,8,1,-5.5,8,1,0.0,8,1
2016/1/17,1.6,8,1,5.9,8,1,-2.8,8,1,14.5,8,1
2016/1/18,4.3,8,1,9.4,8,1,-0.5,8,1,12.0,8,1
2016/1/19,-1.2,8,1,1.4,8,1,-3.5,8,1,0.0,8,1
2016/1/20,0.7,8,1,5.2,8,1,-3.0,8,1,0.0,8,1
2016/1/21,1.3,8,1,6.5,8,1,-3.3,8,1,0.0,8,1
2016/1/22,2.7,8,1,7.6,8,1,-1.3,8,1,0.0,8,1
2016/1/23,1.2,8,1,6.2,8,1,-1.5,8,1,0.0,8,1
2016/1/24,-4.4,8,1,-1.1,8,1,-6.3,8,1,0.5,8,1
2016/1/25,-2.4,8,1,2.2,8,1,-9.6,8,1,0.5,8,1
2016/1/26,1.8,8,1,5.0,8,1,-1.9,8,1,0.0,8,1
2016/1/27,3.4,8,1,8.9,8,1,-1.4,8,1,0.0,8,1
2016/1/28,4.1,8,1,9.1,8,1,-1.8,8,1,6.0,8,1
2016/1/29,6.4,8,1,7.4,8,1,5.5,8,1,30.0,8,1
2016/1/30,6.2,8,1,8.4,8,1,2.0,8,1,1.5,8,1
2016/1/31,3.6,8,1,9.9,8,1,-1.4,8,1,0.0,8,1
2016/2/1,4.2,8,1,7.6,8,1,1.3,8,1,0.0,8,1
2016/2/2,3.6,8,1,8.5,8,1,-1.8,8,1,0.0,8,1
2016/2/3,2.8,8,1,7.8,8,1,-1.0,8,1,0.0,8,1
2016/2/4,2.0,8,1,8.8,8,1,-3.9,8,1,0.0,8,1
2016/2/5,2.0,8,1,9.2,8,1,-3.0,8,1,0.0,8,1
2016/2/6,1.5,8,1,7.1,8,1,-3.4,8,1,0.0,8,1
2016/2/7,1.0,8,1,7.1,8,1,-3.4,8,1,0.0,8,1
2016/2/8,2.1,8,1,8.4,8,1,-4.5,8,1,0.0,8,1
2016/2/9,5.1,8,1,9.0,8,1,-2.0,8,1,0.5,8,1
2016/2/10,2.1,8,1,11.3,8,1,-4.7,8,1,0.0,8,1
2016/2/11,3.2,8,1,12.9,8,1,-4.1,8,1,0.0,8,1
2016/2/12,6.3,8,1,13.6,8,1,-1.8,8,1,0.0,8,1
2016/2/13,10.6,8,1,12.7,8,1,8.1,8,1,49.0,8,1
2016/2/14,11.4,8,1,15.6,8,1,6.6,8,1,5.0,8,1
2016/2/15,2.6,8,1,6.6,8,1,-2.6,8,1,0.0,8,1
2016/2/16,1.3,8,1,5.5,8,1,-4.0,8,1,0.0,8,1
2016/2/17,2.1,8,1,5.6,8,1,-3.5,8,1,0.0,8,1
2016/2/18,1.1,8,1,9.5,8,1,-6.0,8,1,0.0,8,1
2016/2/19,5.1,8,1,12.4,8,1,-2.6,8,1,0.0,8,1
2016/2/20,6.0,8,1,7.5,8,1,5.0,8,1,30.0,8,1
2016/2/21,3.5,8,1,7.3,8,1,-1.3,8,1,0.0,8,1
2016/2/22,3.2,8,1,8.3,8,1,-2.9,8,1,0.0,8,1
2016/2/23,4.2,8,1,9.5,8,1,-0.5,8,1,0.0,8,1
2016/2/24,2.2,8,1,5.2,8,1,-0.2,8,1,1.0,8,1
2016/2/25,0.8,8,1,4.9,8,1,-3.1,8,1,0.5,8,1
2016/2/26,1.2,8,1,8.6,8,1,-5.1,8,1,0.0,8,1
2016/2/27,3.1,8,1,10.6,8,1,-2.0,8,1,4.5,8,1
2016/2/28,6.2,8,1,14.5,8,1,0.4,8,1,0.0,8,1
2016/2/29,4.3,8,1,12.0,8,1,-1.5,8,1,3.5,8,1
2016/3/1,-0.3,8,1,3.8,8,1,-3.0,8,1,0.0,8,1
2016/3/2,2.2,8,1,10.4,8,1,-4.4,8,1,0.0,8,1
2016/3/3,5.4,8,1,15.5,8,1,-3.0,8,1,0.0,8,1
2016/3/4,7.4,8,1,14.0,8,1,1.2,8,1,1.0,8,1
2016/3/5,11.5,8,1,19.7,8,1,3.1,8,1,0.0,8,1
2016/3/6,12.7,8,1,18.8,8,1,7.9,8,1,0.5,8,1
2016/3/7,14.0,8,1,21.4,8,1,8.4,8,1,0.0,8,1
2016/3/8,11.1,8,1,16.1,8,1,6.8,8,1,0.0,8,1
2016/3/9,7.0,8,1,10.5,8,1,3.4,8,1,40.5,8,1
2016/3/10,6.2,8,1,9.5,8,1,3.7,8,1,0.0,8,1
2016/3/11,5.0,8,1,9.7,8,1,0.2,8,1,0.0,8,1
2016/3/12,3.8,8,1,10.3,8,1,-1.9,8,1,0.0,8,1
2016/3/13,5.1,8,1,10.7,8,1,0.2,8,1,4.5,8,1
2016/3/14,5.8,8,1,9.5,8,1,3.6,8,1,3.5,8,1
2016/3/15,5.7,8,1,13.3,8,1,0.1,8,1,0.0,8,1
2016/3/16,6.6,8,1,15.3,8,1,0.7,8,1,0.0,8,1
2016/3/17,9.1,8,1,18.3,8,1,-0.6,8,1,0.0,8,1
2016/3/18,9.8,8,1,12.3,8,1,6.1,8,1,12.5,8,1
2016/3/19,12.4,8,1,18.1,8,1,7.7,8,1,1.0,8,1
2016/3/20,8.5,8,1,14.7,8,1,3.0,8,1,0.0,8,1
2016/3/21,6.5,8,1,14.5,8,1,-1.1,8,1,0.0,8,1
2016/3/22,7.0,8,1,17.0,8,1,-1.7,8,1,0.0,8,1
2016/3/23,9.6,8,1,18.3,8,1,0.5,8,1,0.0,8,1
2016/3/24,6.5,8,1,11.5,8,1,0.7,8,1,0.0,8,1
2016/3/25,4.3,8,1,11.3,8,1,-2.8,8,1,0.0,8,1
2016/3/26,4.4,8,1,12.6,8,1,-3.3,8,1,0.0,8,1
2016/3/27,6.0,8,1,12.4,8,1,0.4,8,1,0.0,8,1
2016/3/28,6.6,8,1,14.2,8,1,-0.7,8,1,0.0,8,1
2016/3/29,8.2,8,1,16.4,8,1,-1.8,8,1,0.0,8,1
2016/3/30,11.1,8,1,18.3,8,1,4.0,8,1,0.0,8,1
2016/3/31,11.9,8,1,19.2,8,1,4.0,8,1,1.5,8,1
2016/4/1,13.3,8,1,16.0,8,1,10.6,8,1,9.5,8,1
2016/4/2,14.1,8,1,19.7,8,1,8.8,8,1,0.0,8,1
2016/4/3,14.3,8,1,18.8,8,1,10.2,8,1,6.0,8,1
2016/4/4,14.1,8,1,18.9,8,1,10.4,8,1,13.0,8,1
2016/4/5,12.0,8,1,17.5,8,1,5.9,8,1,0.0,8,1
2016/4/6,12.6,8,1,20.9,8,1,4.0,8,1,2.0,8,1
2016/4/7,14.4,8,1,21.0,8,1,9.8,8,1,49.0,8,1
2016/4/8,13.6,8,1,20.6,8,1,8.4,8,1,0.0,8,1
2016/4/9,14.3,8,1,22.9,8,1,7.8,8,1,0.0,8,1
2016/4/10,14.4,8,1,21.6,8,1,8.7,8,1,0.0,8,1
2016/4/11,11.0,8,1,15.9,8,1,4.4,8,1,0.0,8,1
2016/4/12,8.7,8,1,17.3,8,1,0.1,8,1,0.0,8,1
2016/4/13,12.4,8,1,21.1,8,1,4.2,8,1,20.5,8,1
2016/4/14,17.2,8,1,23.3,8,1,12.9,8,1,0.0,8,1
2016/4/15,13.5,8,1,20.8,8,1,6.1,8,1,0.0,8,1
2016/4/16,13.8,8,1,23.3,8,1,3.7,8,1,0.0,8,1
2016/4/17,16.3,8,1,21.6,8,1,9.8,8,1,30.0,8,1
2016/4/18,11.4,8,1,16.6,8,1,4.8,8,1,0.0,8,1
2016/4/19,11.2,8,1,19.8,8,1,2.4,8,1,0.0,8,1
2016/4/20,13.3,8,1,21.3,8,1,3.2,8,1,0.0,8,1
2016/4/21,12.8,8,1,14.3,8,1,11.2,8,1,49.0,8,1
2016/4/22,17.2,8,1,24.2,8,1,11.4,8,1,0.0,8,1
2016/4/23,15.1,8,1,21.5,8,1,9.8,8,1,1.5,8,1
2016/4/24,14.8,8,1,20.7,8,1,9.2,8,1,0.0,8,1
2016/4/25,13.8,8,1,22.2,8,1,6.2,8,1,0.0,8,1
2016/4/26,16.5,8,1,26.0,8,1,7.4,8,1,0.0,8,1
2016/4/27,16.2,8,1,18.4,8,1,14.5,8,1,15.0,8,1
2016/4/28,14.4,8,1,18.7,8,1,9.4,8,1,12.0,8,1
2016/4/29,11.4,8,1,17.6,8,1,5.4,8,1,0.0,8,1
2016/4/30,13.2,8,1,21.5,8,1,3.3,8,1,0.0,8,1
2016/5/1,17.1,8,1,25.8,8,1,8.8,8,1,0.0,8,1
2016/5/2,17.7,8,1,25.7,8,1,9.0,8,1,0.0,8,1
2016/5/3,15.2,8,1,19.1,8,1,12.1,8,1,29.5,8,1
2016/5/4,17.9,8,1,23.5,8,1,10.2,8,1,0.0,8,1
2016/5/5,17.6,8,1,24.7,8,1,9.0,8,1,0.0,8,1
2016/5/6,14.3,8,1,16.4,8,1,13.0,8,1,4.5,8,1
2016/5/7,17.3,8,1,23.7,8,1,12.2,8,1,0.0,8,1
2016/5/8,16.2,8,1,23.1,8,1,8.0,8,1,0.0,8,1
2016/5/9,14.3,8,1,15.9,8,1,12.1,8,1,19.0,8,1
2016/5/10,17.4,8,1,20.5,8,1,14.9,8,1,18.5,8,1
2016/5/11,15.0,8,1,20.5,8,1,8.6,8,1,2.0,8,1
2016/5/12,15.5,8,1,24.9,8,1,5.7,8,1,0.0,8,1
2016/5/13,17.5,8,1,24.0,8,1,10.3,8,1,0.0,8,1
2016/5/14,18.4,8,1,26.2,8,1,10.5,8,1,0.0,8,1
2016/5/15,19.5,8,1,23.4,8,1,14.6,8,1,0.0,8,1
2016/5/16,15.9,8,1,21.7,8,1,9.6,8,1,41.5,8,1
2016/5/17,15.1,8,1,24.6,8,1,6.2,8,1,0.0,8,1
2016/5/18,17.2,8,1,26.7,8,1,7.9,8,1,0.0,8,1
2016/5/19,18.2,8,1,26.8,8,1,9.8,8,1,0.0,8,1
2016/5/20,19.8,8,1,27.6,8,1,12.1,8,1,0.0,8,1
2016/5/21,19.6,8,1,27.5,8,1,12.2,8,1,0.0,8,1
2016/5/22,19.3,8,1,27.2,8,1,11.9,8,1,0.0,8,1
2016/5/23,20.0,8,1,28.5,8,1,11.4,8,1,0.0,8,1
2016/5/24,19.8,8,1,26.6,8,1,11.6,8,1,0.0,8,1
2016/5/25,19.2,8,1,22.3,8,1,17.7,8,1,7.5,8,1
2016/5/26,22.1,8,1,25.3,8,1,17.6,8,1,0.0,8,1
2016/5/27,22.7,8,1,28.8,8,1,19.4,8,1,0.0,8,1
2016/5/28,19.8,8,1,22.9,8,1,17.5,8,1,0.0,8,1
2016/5/29,18.2,8,1,19.0,8,1,16.5,8,1,16.0,8,1
2016/5/30,20.9,8,1,26.0,8,1,16.1,8,1,0.0,8,1
2016/5/31,21.0,8,1,27.9,8,1,13.6,8,1,0.0,8,1
2016/6/1,19.9,8,1,25.2,8,1,14.5,8,1,0.0,8,1
2016/6/2,17.4,8,1,24.7,8,1,9.9,8,1,0.0,8,1
2016/6/3,18.0,8,1,26.7,8,1,8.9,8,1,0.0,8,1
2016/6/4,17.2,8,1,20.9,8,1,14.5,8,1,18.0,8,1
2016/6/5,17.4,8,1,20.2,8,1,15.3,8,1,21.0,8,1
2016/6/6,20.7,8,1,25.7,8,1,16.9,8,1,0.0,8,1
2016/6/7,19.8,8,1,23.4,8,1,18.1,8,1,51.5,8,1
2016/6/8,21.3,8,1,25.5,8,1,18.9,8,1,14.5,8,1
2016/6/9,20.9,8,1,25.4,8,1,18.1,8,1,26.5,8,1
2016/6/10,22.6,8,1,29.5,8,1,16.6,8,1,0.0,8,1
2016/6/11,23.0,8,1,28.0,8,1,18.1,8,1,0.0,8,1
2016/6/12,21.2,8,1,23.3,8,1,19.5,8,1,22.5,8,1
2016/6/13,22.2,8,1,26.4,8,1,19.7,8,1,2.5,8,1
2016/6/14,22.5,8,1,28.8,8,1,16.9,8,1,0.0,8,1
2016/6/15,23.0,8,1,28.0,8,1,18.0,8,1,0.0,8,1
2016/6/16,21.4,8,1,23.0,8,1,19.3,8,1,13.0,8,1
2016/6/17,21.9,8,1,26.4,8,1,17.7,8,1,0.0,8,1
2016/6/18,22.5,8,1,29.8,8,1,15.5,8,1,0.0,8,1
2016/6/19,21.8,8,1,25.6,8,1,19.7,8,1,24.0,8,1
2016/6/20,23.0,8,1,27.8,8,1,20.8,8,1,26.5,8,1
2016/6/21,23.0,8,1,27.3,8,1,19.8,8,1,87.0,8,1
2016/6/22,21.9,8,1,23.1,8,1,21.2,8,1,57.0,8,1
2016/6/23,24.6,8,1,29.9,8,1,21.1,8,1,43.0,8,1
2016/6/24,22.4,8,1,25.5,8,1,20.4,8,1,42.0,8,1
2016/6/25,21.2,8,1,25.5,8,1,17.1,8,1,0.5,8,1
2016/6/26,20.5,8,1,25.9,8,1,14.8,8,1,0.0,8,1
2016/6/27,19.7,8,1,24.9,8,1,14.9,8,1,31.0,8,1
2016/6/28,20.5,8,1,25.6,8,1,17.8,8,1,3.5,8,1
2016/6/29,20.9,8,1,22.3,8,1,19.6,8,1,32.0,8,1
2016/6/30,23.5,8,1,26.4,8,1,21.6,8,1,0.0,8,1
2016/7/1,25.3,8,1,30.4,8,1,20.6,8,1,0.0,8,1
2016/7/2,25.6,8,1,28.8,8,1,22.4,8,1,0.0,8,1
2016/7/3,26.5,8,1,32.5,8,1,23.1,8,1,8.5,8,1
2016/7/4,27.1,8,1,32.2,8,1,22.9,8,1,3.0,8,1
2016/7/5,27.2,8,1,32.3,8,1,22.9,8,1,0.0,8,1
2016/7/6,26.8,8,1,31.9,8,1,23.1,8,1,0.0,8,1
2016/7/7,26.6,8,1,32.3,8,1,21.9,8,1,0.0,8,1
2016/7/8,22.1,8,1,24.2,8,1,21.1,8,1,55.0,8,1
2016/7/9,24.2,8,1,29.6,8,1,20.6,8,1,29.0,8,1
2016/7/10,26.5,8,1,31.1,8,1,23.1,8,1,0.0,8,1
2016/7/11,25.1,8,1,28.2,8,1,23.0,8,1,0.0,8,1
2016/7/12,26.2,8,1,31.3,8,1,23.5,8,1,0.0,8,1
2016/7/13,24.3,8,1,26.1,8,1,23.1,8,1,45.5,8,1
2016/7/14,26.4,8,1,30.3,8,1,22.8,8,1,0.0,8,1
2016/7/15,22.3,8,1,25.4,8,1,20.8,8,1,0.0,8,1
2016/7/16,23.0,8,1,26.8,8,1,17.5,8,1,0.0,8,1
2016/7/17,25.4,8,1,30.6,8,1,21.9,8,1,7.5,8,1
2016/7/18,25.6,8,1,31.3,8,1,20.9,8,1,0.0,8,1
2016/7/19,25.9,8,1,32.3,8,1,20.5,8,1,0.0,8,1
2016/7/20,25.3,8,1,31.6,8,1,21.1,8,1,4.5,8,1
2016/7/21,25.8,8,1,31.7,8,1,21.5,8,1,0.0,8,1
2016/7/22,24.8,8,1,31.1,8,1,19.7,8,1,0.0,8,1
2016/7/23,25.4,8,1,31.6,8,1,20.5,8,1,0.0,8,1
2016/7/24,25.6,8,1,30.0,8,1,21.4,8,1,0.0,8,1
2016/7/25,25.2,8,1,28.1,8,1,22.9,8,1,0.0,8,1
2016/7/26,26.3,8,1,30.5,8,1,22.9,8,1,0.0,8,1
2016/7/27,26.1,8,1,31.4,8,1,21.6,8,1,0.0,8,1
2016/7/28,26.5,8,1,31.6,8,1,21.7,8,1,0.0,8,1
2016/7/29,26.4,8,1,32.2,8,1,21.9,8,1,0.0,8,1
2016/7/30,26.9,8,1,32.3,8,1,21.7,8,1,0.0,8,1
2016/7/31,25.5,8,1,32.5,8,1,22.1,8,1,39.5,8,1
2016/8/1,26.9,8,1,33.1,8,1,21.4,8,1,0.0,8,1
2016/8/2,25.6,8,1,32.6,8,1,22.0,8,1,2.0,8,1
2016/8/3,25.5,8,1,32.2,8,1,21.5,8,1,2.5,8,1
2016/8/4,26.5,8,1,33.8,8,1,21.6,8,1,1.5,8,1
2016/8/5,27.0,8,1,33.9,8,1,22.0,8,1,0.0,8,1
2016/8/6,27.6,8,1,34.3,8,1,22.3,8,1,0.0,8,1
2016/8/7,27.4,8,1,33.7,8,1,23.1,8,1,0.0,8,1
2016/8/8,27.0,8,1,34.8,8,1,22.7,8,1,0.0,8,1
2016/8/9,27.2,8,1,33.8,8,1,21.6,8,1,0.0,8,1
2016/8/10,26.8,8,1,34.1,8,1,18.8,8,1,0.0,8,1
2016/8/11,27.0,8,1,35.9,8,1,19.9,8,1,0.0,8,1
2016/8/12,27.0,8,1,35.3,8,1,20.8,8,1,0.0,8,1
2016/8/13,27.5,8,1,34.9,8,1,21.1,8,1,0.0,8,1
2016/8/14,27.9,8,1,34.4,8,1,22.4,8,1,0.0,8,1
2016/8/15,27.4,8,1,32.3,8,1,23.3,8,1,0.0,8,1
2016/8/16,26.1,8,1,31.1,8,1,23.4,8,1,28.0,8,1
2016/8/17,26.3,8,1,32.1,8,1,22.6,8,1,2.5,8,1
2016/8/18,26.4,8,1,33.6,8,1,20.5,8,1,0.0,8,1
2016/8/19,27.6,8,1,34.1,8,1,21.7,8,1,0.0,8,1
2016/8/20,27.5,8,1,33.2,8,1,23.4,8,1,0.0,8,1
2016/8/21,28.1,8,1,34.1,8,1,22.7,8,1,0.0,8,1
2016/8/22,27.6,8,1,33.3,8,1,23.2,8,1,0.0,8,1
2016/8/23,26.6,8,1,32.9,8,1,20.7,8,1,0.0,8,1
2016/8/24,26.3,8,1,31.7,8,1,22.1,8,1,0.0,8,1
2016/8/25,27.1,8,1,33.1,8,1,22.6,8,1,0.0,8,1
2016/8/26,26.1,8,1,33.4,8,1,22.0,8,1,0.0,8,1
2016/8/27,23.8,8,1,27.0,8,1,21.4,8,1,0.0,8,1
2016/8/28,23.0,8,1,26.1,8,1,20.6,8,1,12.0,8,1
2016/8/29,22.4,8,1,26.4,8,1,19.1,8,1,21.5,8,1
2016/8/30,21.0,8,1,26.1,8,1,15.2,8,1,0.0,8,1
2016/8/31,22.4,8,1,27.4,8,1,17.0,8,1,2.0,8,1
2016/9/1,21.6,8,1,28.2,8,1,16.0,8,1,0.0,8,1
2016/9/2,22.9,8,1,29.4,8,1,17.1,8,1,0.0,8,1
2016/9/3,24.2,8,1,30.3,8,1,17.8,8,1,0.0,8,1
2016/9/4,24.5,8,1,27.2,8,1,22.0,8,1,1.0,8,1
2016/9/5,23.6,8,1,26.5,8,1,22.1,8,1,18.0,8,1
2016/9/6,25.3,8,1,32.1,8,1,22.0,8,1,19.0,8,1
2016/9/7,24.8,8,1,29.7,8,1,21.7,8,1,22.5,8,1
2016/9/8,22.7,8,1,26.1,8,1,18.8,8,1,10.5,8,1
2016/9/9,22.6,8,1,29.5,8,1,17.2,8,1,0.0,8,1
2016/9/10,22.6,8,1,28.9,8,1,17.3,8,1,0.0,8,1
2016/9/11,24.2,8,1,30.6,8,1,19.0,8,1,0.0,8,1
2016/9/12,22.3,8,1,23.8,8,1,20.6,8,1,37.0,8,1
2016/9/13,22.9,8,1,27.8,8,1,19.9,8,1,10.5,8,1
2016/9/14,22.7,8,1,26.5,8,1,20.5,8,1,0.0,8,1
2016/9/15,23.6,8,1,28.4,8,1,20.8,8,1,0.0,8,1
2016/9/16,24.1,8,1,28.9,8,1,21.0,8,1,0.0,8,1
2016/9/17,24.5,8,1,29.1,8,1,20.9,8,1,54.0,8,1
2016/9/18,23.7,8,1,25.4,8,1,22.6,8,1,13.5,8,1
2016/9/19,21.4,8,1,25.1,8,1,18.0,8,1,36.0,8,1
2016/9/20,19.0,8,1,22.1,8,1,17.6,8,1,42.5,8,1
2016/9/21,19.8,8,1,23.0,8,1,16.9,8,1,0.0,8,1
2016/9/22,19.7,8,1,21.8,8,1,17.8,8,1,10.5,8,1
2016/9/23,20.7,8,1,25.9,8,1,16.8,8,1,0.5,8,1
2016/9/24,21.3,8,1,27.8,8,1,16.6,8,1,0.0,8,1
2016/9/25,21.7,8,1,24.7,8,1,18.6,8,1,21.5,8,1
2016/9/26,22.8,8,1,26.2,8,1,20.8,8,1,15.5,8,1
2016/9/27,24.8,8,1,30.5,8,1,20.2,8,1,0.0,8,1
2016/9/28,24.1,8,1,26.2,8,1,22.7,8,1,4.5,8,1
2016/9/29,20.7,8,1,23.3,8,1,17.9,8,1,9.5,8,1
2016/9/30,19.1,8,1,21.1,8,1,17.4,8,1,3.0,8,1
2016/10/1,21.2,8,1,23.5,8,1,19.4,8,1,9.0,8,1
2016/10/2,24.1,8,1,29.9,8,1,21.1,8,1,1.5,8,1
2016/10/3,23.9,8,1,28.6,8,1,21.5,8,1,0.5,8,1
2016/10/4,23.4,8,1,27.7,8,1,20.7,8,1,0.0,8,1
2016/10/5,22.1,8,1,27.1,8,1,19.4,8,1,5.0,8,1
2016/10/6,20.7,8,1,26.2,8,1,15.2,8,1,0.0,8,1
2016/10/7,17.3,8,1,22.5,8,1,11.9,8,1,0.0,8,1
2016/10/8,20.5,8,1,25.1,8,1,15.5,8,1,10.5,8,1
2016/10/9,18.1,8,1,22.3,8,1,12.5,8,1,12.0,8,1
2016/10/10,16.0,8,1,21.3,8,1,11.0,8,1,0.0,8,1
2016/10/11,14.3,8,1,18.3,8,1,11.1,8,1,0.0,8,1
2016/10/12,15.4,8,1,22.5,8,1,10.0,8,1,0.0,8,1
2016/10/13,14.6,8,1,20.1,8,1,11.4,8,1,0.0,8,1
2016/10/14,14.0,8,1,22.3,8,1,8.8,8,1,0.0,8,1
2016/10/15,13.7,8,1,22.7,8,1,6.2,8,1,0.0,8,1
2016/10/16,16.4,8,1,21.3,8,1,9.8,8,1,25.5,8,1
2016/10/17,19.4,8,1,24.3,8,1,17.0,8,1,14.5,8,1
2016/10/18,21.4,8,1,27.0,8,1,18.1,8,1,0.0,8,1
2016/10/19,19.9,8,1,23.5,8,1,17.2,8,1,0.0,8,1
2016/10/20,19.2,8,1,23.9,8,1,14.7,8,1,0.0,8,1
2016/10/21,16.1,8,1,19.5,8,1,12.5,8,1,0.0,8,1
2016/10/22,14.3,8,1,15.6,8,1,12.0,8,1,17.5,8,1
2016/10/23,15.8,8,1,18.8,8,1,12.7,8,1,0.0,8,1
2016/10/24,13.9,8,1,20.6,8,1,9.0,8,1,0.0,8,1
2016/10/25,15.2,8,1,23.2,8,1,7.5,8,1,0.0,8,1
2016/10/26,18.5,8,1,21.4,8,1,15.3,8,1,0.5,8,1
2016/10/27,16.1,8,1,21.6,8,1,10.8,8,1,0.0,8,1
2016/10/28,14.6,8,1,16.8,8,1,12.2,8,1,4.0,8,1
2016/10/29,15.0,8,1,18.7,8,1,9.0,8,1,0.0,8,1
2016/10/30,11.7,8,1,18.9,8,1,6.5,8,1,0.0,8,1
2016/10/31,11.7,8,1,16.7,8,1,5.7,8,1,4.5,8,1
2016/11/1,10.8,8,1,15.1,8,1,5.2,8,1,0.0,8,1
2016/11/2,9.5,8,1,16.3,8,1,2.7,8,1,0.0,8,1
2016/11/3,8.3,8,1,15.3,8,1,2.5,8,1,0.0,8,1
2016/11/4,8.6,8,1,17.7,8,1,1.8,8,1,0.0,8,1
2016/11/5,9.9,8,1,18.5,8,1,2.5,8,1,0.0,8,1
2016/11/6,10.4,8,1,17.7,8,1,3.7,8,1,0.0,8,1
2016/11/7,8.7,8,1,16.5,8,1,1.5,8,1,0.0,8,1
2016/11/8,11.8,8,1,17.2,8,1,7.9,8,1,1.0,8,1
2016/11/9,8.1,8,1,12.9,8,1,3.1,8,1,0.0,8,1
2016/11/10,7.0,8,1,10.4,8,1,3.1,8,1,4.0,8,1
2016/11/11,10.4,8,1,16.7,8,1,6.1,8,1,1.5,8,1
2016/11/12,9.7,8,1,19.2,8,1,2.6,8,1,0.0,8,1
2016/11/13,12.0,8,1,19.1,8,1,5.6,8,1,0.0,8,1
2016/11/14,13.5,8,1,15.9,8,1,11.0,8,1,10.0,8,1
2016/11/15,14.0,8,1,19.9,8,1,6.6,8,1,0.5,8,1
2016/11/16,8.6,8,1,16.1,8,1,3.2,8,1,0.0,8,1
2016/11/17,8.9,8,1,17.6,8,1,2.0,8,1,0.0,8,1
2016/11/18,10.2,8,1,15.5,8,1,4.2,8,1,10.0,8,1
2016/11/19,15.4,8,1,21.0,8,1,11.4,8,1,21.5,8,1
2016/11/20,14.7,8,1,19.5,8,1,9.6,8,1,0.0,8,1
2016/11/21,12.5,8,1,16.1,8,1,8.5,8,1,0.0,8,1
2016/11/22,14.2,8,1,19.9,8,1,8.4,8,1,0.0,8,1
2016/11/23,9.7,8,1,12.6,8,1,7.3,8,1,0.5,8,1
2016/11/24,8.1,8,1,12.1,8,1,5.3,8,1,0.0,8,1
